process,software,data item,data model,data format specification
flight-test preparation,,,orbital space environment domain ontology,
reasoning,,,orbital space environment domain ontology,
customer service,,,orbital space environment domain ontology,
identify different tooling types,,,orbital space environment domain ontology,
conceptual modelling,,,orbital space environment domain ontology,
ground test,,,orbital space environment domain ontology,
feature processing,,,orbital space environment domain ontology,
failure management,,,orbital space environment domain ontology,
knowledge based engineering,,,orbital space environment domain ontology,
product design,,,orbital space environment domain ontology,
archive,,,orbital space environment domain ontology,
,cloud visualization,,orbital space environment domain ontology,
,learning tools,,orbital space environment domain ontology,
,isight,,orbital space environment domain ontology,
,surrogate model repository,,orbital space environment domain ontology,
,ideas,,orbital space environment domain ontology,
,wikipedia,,orbital space environment domain ontology,
,triple store,,orbital space environment domain ontology,
,modelcenter,,orbital space environment domain ontology,
,catia,,orbital space environment domain ontology,
,reasoner,,orbital space environment domain ontology,
,product data management system,,orbital space environment domain ontology,
,imagenet,,orbital space environment domain ontology,
,excel,,orbital space environment domain ontology,
,file server,,orbital space environment domain ontology,
,visualization package,,orbital space environment domain ontology,
,git,,orbital space environment domain ontology,
,matlab,,orbital space environment domain ontology,
,web server,,orbital space environment domain ontology,
,data mining,,orbital space environment domain ontology,
,python application,,orbital space environment domain ontology,
,express application,,orbital space environment domain ontology,
,share point,,orbital space environment domain ontology,
,aaa,,orbital space environment domain ontology,
,optimus workflow management tool,,orbital space environment domain ontology,
,outlook,,orbital space environment domain ontology,
,api,,orbital space environment domain ontology,
,rce,,orbital space environment domain ontology,
,cad programming interface,,orbital space environment domain ontology,
,java application,,orbital space environment domain ontology,
, engineering java programming,,orbital space environment domain ontology,
,access,,orbital space environment domain ontology,
,expert systems,,orbital space environment domain ontology,
,multi-agent collaborative system,,orbital space environment domain ontology,
,google,,orbital space environment domain ontology,
,workflow systems,,orbital space environment domain ontology,
,ke-chain,,orbital space environment domain ontology,
,word,,orbital space environment domain ontology,
,prado,,orbital space environment domain ontology,
,protégé,,orbital space environment domain ontology,
,optimus,,orbital space environment domain ontology,
,web-based decision tool,,orbital space environment domain ontology,
,,knowledge base,orbital space environment domain ontology,
,,cad,orbital space environment domain ontology,
,,system definition,orbital space environment domain ontology,
,,difficulty,orbital space environment domain ontology,
,,measurement data,orbital space environment domain ontology,
,,knowledge graph,orbital space environment domain ontology,
,,tools needed,orbital space environment domain ontology,
,,manufacturing method,orbital space environment domain ontology,
,,ontology,orbital space environment domain ontology,
,,quantity,orbital space environment domain ontology,
,,explicit geometry,orbital space environment domain ontology,
,,cfd simulation data,orbital space environment domain ontology,
,,live video,orbital space environment domain ontology,
,,description,orbital space environment domain ontology,
,,sysml model,orbital space environment domain ontology,
,,implicit geometry,orbital space environment domain ontology,
,,cfd code,orbital space environment domain ontology,
,,video,orbital space environment domain ontology,
,,audio,orbital space environment domain ontology,
,,material,orbital space environment domain ontology,
,,image,orbital space environment domain ontology,
,,lexical data,orbital space environment domain ontology,
,,design parts,orbital space environment domain ontology,
,,taxonomy,orbital space environment domain ontology,
,,mind map,orbital space environment domain ontology,
,,business logic,orbital space environment domain ontology,
,,external web page,orbital space environment domain ontology,
,,documents,orbital space environment domain ontology,
,,freebase,orbital space environment domain ontology,
,,metadata,orbital space environment domain ontology,
,,cad representation,orbital space environment domain ontology,
,,section description,orbital space environment domain ontology,
,,,orbital space environment domain ontology,json
,,,orbital space environment domain ontology,pdf
,,,orbital space environment domain ontology,html
,,,orbital space environment domain ontology,flash
,,,orbital space environment domain ontology,step
,,,orbital space environment domain ontology,flat file
,,,orbital space environment domain ontology,database
,,,orbital space environment domain ontology,ms word
,,,orbital space environment domain ontology,add
,,,orbital space environment domain ontology,owl
,,,orbital space environment domain ontology,ms excel
,,,orbital space environment domain ontology,rdf
,,,orbital space environment domain ontology,xml
,,,orbital space environment domain ontology,direct api
life cycle simulation,,,sysml,
nation decision,,,sysml,
system identification,,,sysml,
alm,,,sysml,
descriptive information generation,,,sysml,
disciplinary analysis,,,sysml,
flight test,,,sysml,
convert file formats,,,sysml,
knowledge base building,,,sysml,
knowledge management,,,sysml,
product support,,,sysml,
optimization,,,sysml,
information clustering,,,sysml,
knowledge exploration,,,sysml,
information sharing,,,sysml,
product data management,,,sysml,
design concepts formalization,,,sysml,
calculation report,,,sysml,
training,,,sysml,
evaluation,,,sysml,
system arch,,,sysml,
manufacturing,,,sysml,
