;system design;concept design;knowledge engineering;system integration;product design;knowledge management;product support;decision support;link analysis;detailed design;test report;information search;feature processing;resource description;system specification;product data management;knowledge capture;access product design data;system identification;engine analysis;configuration management;data validation;information classification;data storage;knowledge base building;semantic representation;knowledge classification;knowledge storage;project planning;business process integration;failure management;preliminary design;data visualization;information sharing;ground test;calculation report;design space visualization;mission analysis;life cycle simulation;flight test;product verification;knowledge exploration;knowledge discovery;customer service;general assembly;context inference;ontology modeling;conceptual modelling;workflow management;flight test report;system synthesis;multidisciplinary modeling;express ontology;knowledge based engineering;information push;enterprise resource planning;disciplinary analysis;descriptive information generation;physical sensing;ontological engineering;information clustering;automated reasoning;structural solver;manufacturing preparation;problem solving;multimedia document processing;terminology recognition;nation decision;design blueprint;tooling development;share documents;mdo process formulation;generate fem model;semantic lexicon;design concepts formalization;airworthiness test;interest profiling;activity profiling;system architecting;wf execution;convert file formats;accessory manufacture;managing project files;digital mockup;identify different tooling types;engine accessory purchase;semantic information transferring;issue tc pc ac certification;software interlinking;wide body transports;knowlege graph construction;pattern analyis;knowledge systematisation;processe data;product data management system;share point;express application;expert systems;web server;file server;java application;workflow systems;data mining;visualization package;engineering java programming;python application;learning tools;cloud visualization;cad programming interface;triple store;fortran application;oracle server;surrogate model repository;eclipse plugin;inverted index;optimus workflow management tool;brics technology;nextgen avionics systems;vampzero element;jupyter notebook;gkn fokker;electronic bulletin boards;nasa ames function table processor scripts;knowledge mangement tool;cad representation vdsm;software interlinking tools;cpacspy library;qfview web interface;swf software package rce;knowledge base;system definition;section description;measurement data;manufacturing method;external web page;cad representation;mind map;explicit geometry;live video;cfd simulation data;cfd code;implicit geometry;design parts;sysml model;word doc;lexical data;process definitions;object definitions;point clouds;tooling parts;pdf files;word processor documents;tools needed;formatted documents;direct api;ms word;flat file;ms excel;owl dl;topic maps;aerospace ontology;nasa taxonomy;orbital space environment domain ontology;airspace system ontology;bond graphs
Annamalai Vasantha et al. - 2010 - An ontology for product-service systems;0;0;0;0;0;0;0;0;1357;0;0;0;0;0;0;0;0;0;0;0;0;1461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;1413;1290;0;-1;-1;0;21002;26910;0;-1;1456;0;47514;0;0;-1;0;0;0;0;-1;0;0;0;-1;1056;-1;0;0;0;-1;-1;-1;0;-1;0;-1;0;0;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;3134;-1;0;0;0;0;0;0;0;0;0;-1;0
Van Biljon - 2004 - Role of access to'real-time'information in the sur;0;0;0;0;0;0;0;0;1333;0;1203;0;0;0;0;0;0;1123;0;3033;0;-1;-1;0;1244;0;-1;0;0;0;0;-1;0;0;0;0;0;0;6131;0;0;0;0;0;0;0;-1;0;0;7120;-1;-1;-1;0;0;0;0;0;1789;-1;0;0;0;0;0;-1;0;0;0;-1;15748;0;-1;0;-1;0;-1;0;0;-1;0;-1;0;-1;-1;-1;0;-1;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;26087;0;0;0;55274;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;8617;0;0;0;0;0;0;0;0;0;0;-1;0
Diao et al. - 2022 - An ontology-based fault generation and fault propa;0;0;0;0;0;0;11629;-1;0;0;0;0;0;0;0;0;-1;2978;0;0;0;-1;0;0;0;0;1169;0;-1;0;0;-1;0;0;0;53150;0;0;2863;-1;0;0;0;0;0;-1;0;0;3310;-1;0;-1;0;0;0;-1;0;4119;0;0;0;0;0;0;0;0;0;-1;0;-1;4322;-1;-1;0;0;-1;-1;-1;0;-1;0;-1;-1;-1;0;0;0;105206;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;2414;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1023;0;0;-1;0
Sleiti et al. - 2022 - Carbon dioxide transport pipeline systems Overvie;0;0;0;0;0;0;0;6605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;6258;0;-1;0;0;0;0;0;0;0;0;1012;0;0;0;0;0;0;0;0;0;0;-1;0;-1;19287;0;-1;-1;0;0;3953;0;-1;0;-1;-1;0;0;0;0;0;0;9357;0;-1;0;0;-1;0;0;-1;-1;0;0;-1;0;-1;0;0;0;0;0;0;-1;-1;0;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;1031;0;0;0;0;0;0;0;0;0;0;0;0
Hubbard - 2018 - Complete Issue;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;2361;0;0;1298;0;0;0;4450;0;1382;0;1728;0;0;-1;0;0;0;0;0;0;23645;0;0;0;0;0;0;0;-1;0;-1;0;-1;-1;-1;7360;0;7261;-1;-1;-1;0;-1;0;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;211576;0;-1;0;0;-1;-1;0;1202;-1;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;12269;0;0;0;30583;0;-1;0;0;-1;0;0;0;0;0;0;0;23858;0;0;-1;0;-1;0;0;0;0;0;0;-1;0;0;-1;0
Sacco - 2019 - Machine learning methods for rapid inspection of a;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;-1;0;0;4939;0;0;0;0;0;0;0;0;0;0;7515;0;0;-1;0;0;0;0;0;0;-1;-1;0;0;3973;0;-1;13135;-1;-1;-1;-1;-1;-1;-1;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;-1;-1;3230;-1;0;0;0;-1;0;0;3989;-1;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;5612;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;1278;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Jiang et al. - 2023 - UT Austin Villa@ Home 2023 Team Description Paper;0;0;0;0;0;0;0;0;0;0;3559;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;6070;0;0;-1;-1;-1;-1;0;5132;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;-1;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0
McDonald - 2006 - Error propagation and metamodeling for a fidelity ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1214;0;0;0;0;4177;0;0;0;1200;0;0;2732;0;0;0;0;0;0;0;2080;0;0;340256;5795;0;0;0;0;-1;0;-1;2808;0;5795;0;0;-1;0;0;3552;0;41642;0;-1;0;0;0;0;0;0;93248;1492;0;-1;0;43245;-1;0;-1;-1;0;0;0;6783;0;-1;0;-1;-1;-1;0;-1;-1;182341;-1;-1;-1;0;1214;0;0;0;0;0;0;0;0;0;0;0;0;6344;2962;13640;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;82066;0;0;-1;0;0;16979;0;-1;0;0;0;0;0;-1;0;0;0;336884;0;0;0;0;0;0;0;0;0;-1;0
Kim et al. - 2021 - UT Austin Villa@ Home 2022 Team Description Paper;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;3592;-1;0;-1;-1;-1;-1;0;4689;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;-1;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0
Guffond - 2021 - Listening back;0;0;0;-1;0;0;3143;0;0;0;6274;0;0;0;3331;1105;0;0;0;0;1729;-1;2235;0;1272;0;0;0;-1;0;-1;6820;0;0;0;111920;0;0;31483;7062;0;0;0;0;0;-1;-1;0;-1;23592;0;-1;0;0;0;-1;0;-1;2854;0;0;0;0;0;0;-1;0;0;0;-1;-1;-1;5960;0;-1;-1;0;-1;0;-1;0;-1;0;0;0;-1;0;-1;0;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6230;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;1397;2860;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0;39489;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;-1;0
Hewlin Jr und Kizito - 2011 - Evaluation of the Effect of Simplified and Patient;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;5695;0;-1;11298;103559;0;25841;0;0;0;0;10758;0;0;2436;0;0;0;0;0;0;0;-1;0;-1;10723;-1;6256;-1;0;-1;67816;0;-1;0;-1;-1;0;0;0;0;-1;0;0;0;-1;-1;0;1638;0;-1;-1;-1;0;0;-1;0;-1;0;0;-1;-1;0;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;17601;0;5286;-1;0;0;0;0;0;0;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Mannan et al. - 2016 - The Evolution of Process Safety Current Status an;0;0;0;0;0;0;0;0;1099;0;0;0;0;0;1668;0;0;1310;0;0;0;0;0;0;4257;0;3567;0;13101;0;0;0;0;0;2355;2743;0;0;1701;-1;0;0;0;0;0;0;-1;0;-1;-1;8101;16419;-1;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;-1;0;-1;0;-1;0;-1;0;0;-1;-1;0;-1;3737;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Han und Choi - 2022 - How to Use Library E-Resources Effectively;1931;0;11149;0;0;0;0;0;0;9889;0;0;0;0;-1;0;0;0;1943;0;0;-1;0;0;0;0;-1;0;-1;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;-1;-1;-1;0;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;1407;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;0;-1;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;-1;-1;0;0;0;0;0;0;5997;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;3755;0;0;0;0;0;-1;0;0;-1;0
You - 2006 - Multi-agent system for negotiation in virtual supp;0;0;0;0;0;0;0;0;31413;0;1429;0;0;0;0;0;0;2622;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;8563;0;0;33650;-1;0;0;0;0;0;0;0;0;-1;-1;-1;-1;0;0;0;2471;-1;-1;0;-1;-1;0;0;0;0;-1;0;0;0;-1;0;0;5754;0;0;-1;0;-1;0;2981;0;-1;0;0;-1;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;32005;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;0
Kennedy - 1969 - Space Center;0;0;4578;0;0;0;0;0;0;0;0;0;3957;0;0;0;0;6766;0;0;0;0;0;0;0;-1;9570;0;0;0;0;0;0;0;0;10763;0;0;2444;0;0;0;0;0;0;0;-1;0;-1;0;0;-1;-1;17198;0;-1;0;-1;0;-1;-1;0;0;0;0;-1;0;0;0;0;-1;-1;91941;0;-1;-1;-1;-1;0;116316;0;1239;-1;0;-1;22668;-1;13919;-1;-1;0;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;9445;0;8082;0;0;0;0;0;-1;0;0;0;0;0;0;-1;-1;0;0;-1;0;0;0;2587;0;0;0;-1;0;0;50001;8254;0;0;0;0;0;2003;0;0;-1;0;102489;15149;-1;-1;0;0;0;0;0;0;-1;0;0;0;0
Li et al. - 2022 - ML Detection and Isolation of Functional Failures ;0;0;0;0;0;0;1236;0;-1;-1;-1;0;0;0;0;0;0;2668;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;-1;0;1556;-1;-1;-1;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;1174;0;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;-1;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;18590;0;0;0;0;0;0;0;0;0;0;-1;0
Prowell et al. - 2021 - Position Papers for the ASCR Workshop on Cybersecu;0;0;0;0;0;0;0;0;0;0;0;0;1888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1368;0;0;1990;0;0;0;0;0;0;0;3531;0;0;0;0;0;2518;-1;0;0;3531;0;-1;-1;1716;0;8446;0;-1;2362;-1;0;0;0;0;0;0;0;0;0;1849;11320;0;7325;0;-1;-1;-1;-1;0;0;0;-1;0;-1;7081;-1;0;3141;-1;-1;-1;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;9084;0;13415;-1;0;0;0;0;0;-1;0;-1;0;-1;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;3044;-1;0;0;-1;0;0;-1;0;0;0;0;8532;0;0;103318;0;-1;0;0;0;0;0;0;-1;0;0;-1;0
DEVELOPMENT und AL - 2010 - Research and Technology Capabilities Available for;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2223;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;48306;0;0;0;0;-1;-1;-1;1033;0;6065;-1;0;-1;17503;1214;-1;2231;-1;-1;0;0;0;0;14573;0;0;0;0;-1;-1;-1;0;-1;0;-1;-1;0;5932;0;-1;0;0;55257;-1;-1;1030;-1;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6489;0;17258;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;-1;0;-1;-1;0;-1;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;-1;0
Sands - 2020 - The Emergence of Modernity in the Early Aerospace ;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;3404;0;0;-1;-1;1345;0;0;0;0;0;0;0;3301;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;12024;0;0;-1;1018;0;-1;54631;0;0;56599;4915;13886;-1;40845;-1;0;0;0;0;-1;0;0;0;2094;0;0;0;0;-1;0;-1;-1;0;-1;0;0;0;0;120018;0;0;-1;-1;-1;0;0;-1;1987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;5762;0;0;0;4645;0;0;14862;0;0;9493;0;-1;0;0;0;0;12971;0;0;-1;0;-1;0;0;0;0;0;0;3543;0;0;-1;0
Wang - 2016 - Establishment of a National Wind Energy Center at ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;10989;0;0;-1;4979;0;-1;-1;3011;0;0;-1;0;0;0;0;0;0;7143;0;0;0;0;0;0;0;-1;0;-1;-1;-1;-1;-1;0;0;-1;4087;-1;0;-1;-1;0;0;0;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;-1;0;-1;0;0;0;-1;0;0;-1;-1;0;0;0;1202;5184;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1647;0;0;0;-1;0;0;10934;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;2618;0;0;0;0;0;0;0;0;-1;0
Vachon et al. - 2013 - Engineering for the Americas (EftA);0;0;0;0;0;0;4435;0;0;0;4655;0;0;0;0;0;0;3456;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;-1;8916;0;-1;0;0;0;8135;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;2534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1999;0;0;0;0;0;0;0;0;-1;0
Cheng et al. - Research Article Practical Context Awareness Infor;0;0;0;0;0;0;0;0;2969;-1;1449;0;0;0;-1;0;0;0;0;1525;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;12786;-1;0;0;0;0;0;0;1049;0;-1;0;-1;-1;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;-1;0;0;0;-1;0;0;-1;-1;0;0;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;-1;0;0;1943;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;11680;0;0;0;0;0;0;12387;0;0;0;0;0
Research und Engineering - 2020 - DoD FLEX 4 Mechanisms to Provide Funds for Defens;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4747;0;0;3662;0;0;1503;2057;0;0;-1;-1;0;0;0;0;-1;-1;1134;0;1864;0;-1;0;-1;-1;0;0;0;0;-1;0;0;0;0;28935;140072;5019;0;-1;0;-1;-1;0;-1;0;-1;0;-1;34642;-1;0;6266;-1;-1;0;-1;-1;0;0;0;0;0;0;0;0;2195;0;0;0;0;0;23136;0;2043;-1;-1;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;1507;1349;0;0;0;0;0;0;2682;-1;0;0;0;0;0;0;-1;0;-1;0;0;30902;0;0;0;1145;0;0;0;0;0;0;0;-1;0
Schwan et al. - 2005 - Autonomic information flows;0;0;0;0;0;0;2952;0;-1;6420;-1;0;0;0;0;1127;0;52494;0;0;0;-1;0;0;0;0;-1;0;0;0;0;-1;0;0;0;10042;0;0;-1;0;0;-1;0;0;0;-1;0;-1;-1;-1;0;-1;0;0;0;-1;0;0;0;-1;0;0;0;0;0;44550;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;-1;0;0;6951;-1;0;0;0;0;0;0;0;0;0;0;0;-1;6237;-1;2860;0;0;0;0;0;0;0;0;0;0
O'Sullivan - 2020 - A case-study in the introduction of a digital-twin;0;0;0;0;0;0;0;0;0;0;3019;0;29136;0;1571;0;0;0;0;0;1941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20431;0;0;0;-1;0;-1;0;0;2503;0;-1;0;0;-1;-1;-1;-1;0;0;0;2473;2931;0;-1;-1;0;0;0;0;-1;-1;0;0;7456;20170;0;-1;0;0;-1;23846;-1;0;-1;0;-1;0;-1;11040;-1;0;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;2500;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;1573;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;5311;0;0;0;0;0;0;3537;0;0;0;-1;0
Nwankwo et al. - 2024 - MODELING UNIVERSITY ICT SERVICES AND SOLUTIONS USI;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;-1;0;-1;-1;-1;0;0;0;0;-1;0;6530;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Van der Velden et al. - 2008 - An adaptable methodology for automation applicatio;0;0;0;0;0;0;1164;0;0;0;0;0;0;0;0;0;0;16605;0;0;0;2097;0;0;0;0;-1;0;0;0;0;-1;0;0;0;21369;0;0;-1;0;0;-1;0;0;0;0;-1;0;-1;-1;0;-1;-1;0;0;3160;-1;0;0;-1;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;-1;0;0;-1;0;0;0;0;-1;0;0;-1;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0
Sanya und Shehab - 2014 - An ontology framework for developing platform-inde;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1495;0;0;0;-1;-1;0;0;0;5048;0;0;-1;-1;0;-1;0;0;0;3022;-1;0;-1;-1;0;-1;0;0;0;22295;0;-1;0;0;-1;0;0;-1;0;0;0;0;0;-1;0;-1;0;0;0;-1;-1;-1;0;0;0;-1;0;0;-1;0;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;-1;-1;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;1534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
Dadzie et al. - 2009 - Applying semantic web technologies to knowledge sh;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;1198;0;0;-1;0;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;-1;-1;0;0;0;0;0;1439;-1;6063;0;-1;-1;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;-1;0;0;0;-1;-1;-1;0;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;-1;0;0;-1;0;0;1735;0;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0
Sanya und Shehab - 2015 - A framework for developing engineering design onto;0;0;0;0;0;0;0;0;4286;0;4355;0;0;0;0;0;0;0;0;0;0;0;1627;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;-1;3177;0;-1;0;0;0;4583;0;0;-1;30156;4247;7340;0;0;0;1670;2732;0;0;0;-1;0;0;0;0;-1;0;0;0;-1;0;-1;0;0;0;0;-1;-1;0;-1;0;-1;0;0;-1;-1;0;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0
Procko und Ochoa - 2022 - Leveraging Linked Data for Knowledge Management A;0;0;0;0;0;0;2493;0;0;-1;0;0;0;0;0;0;0;4935;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;1123;3997;0;0;-1;0;0;-1;0;0;0;6697;0;8750;0;3474;0;-1;0;0;0;3535;5709;0;0;0;0;0;0;0;0;8167;0;-1;0;-1;0;-1;0;0;0;-1;-1;-1;0;-1;0;0;0;-1;-1;-1;0;-1;-1;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;-1;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;1066;0;0;5035;-1;0;0;0;-1;0;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0
Sanya et al. - 2011 - Challenges in semantic knowledge management for ae;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1;-1;0;-1;0;0;0;-1;0;0;-1;-1;0;-1;0;0;0;-1;9105;0;0;0;-1;0;0;-1;0;-1;0;0;0;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0
