process,software,data item,data model,data format specification
knowledge interaction,outlook,,,
multidisciplinary modeling,outlook,,,
processing,outlook,,,
information sharing,outlook,,,
evaluation,outlook,,,
manufacturing,outlook,,,
life cycle simulation,outlook,,,
mdo process formulation,outlook,,,
information search,outlook,,,
design blueprint,outlook,,,
product support,outlook,,,
design,outlook,,,
ground test,outlook,,,
data validation,outlook,,,
disciplinary analysis,outlook,,,
acquisition,outlook,,,
tooling development,outlook,,,
manufacture,outlook,,,
ontology modeling,outlook,,,
general assembly,outlook,,,
conceptual modelling,outlook,,,
data storage,outlook,,,
knowledge exploration,outlook,,,
knowledge classification,outlook,,,
system identification,outlook,,,
knowledge capture,outlook,,,
express ontology,outlook,,,
analysis,outlook,,,
knowledge management,outlook,,,
development,outlook,,,
detailed design,outlook,,,
knowledge discovery,outlook,,,
project planning,outlook,,,
problem solving,outlook,,,
decision support,outlook,,,
system arch,outlook,,,
flight test report,outlook,,,
customer service,outlook,,,
system specification,outlook,,,
design concepts formalization,outlook,,,
product verification,outlook,,,
archive,outlook,,,
concept design,outlook,,,
product data management,outlook,,,
review,outlook,,,
access product design data,outlook,,,
automated reasoning,outlook,,,
context inference,outlook,,,
inference,outlook,,,
scheduling,outlook,,,
mission analysis,outlook,,,
product design,outlook,,,
workflow management,outlook,,,
check,outlook,,,
engine analysis,outlook,,,
resource description,outlook,,,
system design,outlook,,,
link analysis,outlook,,,
information classification,outlook,,,
feature processing,outlook,,,
information push,outlook,,,
enterprise resource planning,outlook,,,
detailed,outlook,,,
flight test,outlook,,,
semantic representation,outlook,,,
plm,outlook,,,
solving,outlook,,,
calculation report,outlook,,,
system integration,outlook,,,
reasoning,outlook,,,
creation,outlook,,,
knowledge engineering,outlook,,,
knowledge storage,outlook,,,
configuration management,outlook,,,
knowledge base building,outlook,,,
design space visualization,outlook,,,
system synthesis,outlook,,,
test report,outlook,,,
optimization,outlook,,,
data visualization,outlook,,,
,outlook,quantity,,
,outlook,business logic,,
,outlook,system definition,,
,outlook,material,,
,outlook,external web page,,
,outlook,tooling parts,,
,outlook,measurement data,,
,outlook,design parts,,
,outlook,description,,
,outlook,implicit geometry,,
,outlook,explicit geometry,,
,outlook,ontology,,
,outlook,section description,,
,outlook,manufacturing method,,
,outlook,knowledge base,,
,outlook,word doc,,
,outlook,cad,,
,outlook,cad representation,,
,outlook,image,,
,outlook,difficulty,,
,outlook,knowledge graph,,
,outlook,mind map,,
,outlook,,aerospace ontology,
,outlook,,owl dl,
,outlook,,xml-schema-definition,
,outlook,,express,
,outlook,,,mov
,outlook,,,direct api
,outlook,,,database
,outlook,,,ms excel
,outlook,,,xml
,outlook,,,step
,outlook,,,owl
,outlook,,,add
,outlook,,,ms word
knowledge based engineering,access,,,
business process integration,access,,,
training,access,,,
preliminary design,access,,,
information clustering,access,,,
knowledge interaction,access,,,
semantic lexicon,access,,,
multidisciplinary modeling,access,,,
processing,access,,,
information sharing,access,,,
evaluation,access,,,
manufacturing,access,,,
life cycle simulation,access,,,
mdo process formulation,access,,,
information search,access,,,
design blueprint,access,,,
product support,access,,,
design,access,,,
certification,access,,,
ground test,access,,,
processe data,access,,,
generate fem model,access,,,
data validation,access,,,
structural solver,access,,,
disciplinary analysis,access,,,
acquisition,access,,,
tooling development,access,,,
manufacture,access,,,
ontology modeling,access,,,
general assembly,access,,,
conceptual modelling,access,,,
failure,access,,,
data storage,access,,,
knowledge exploration,access,,,
knowledge classification,access,,,
system identification,access,,,
knowledge capture,access,,,
express ontology,access,,,
analysis,access,,,
knowledge management,access,,,
development,access,,,
detailed design,access,,,
recycling,access,,,
knowledge discovery,access,,,
failure management,access,,,
project planning,access,,,
dissemination,access,,,
ontological engineering,access,,,
problem solving,access,,,
decision support,access,,,
system arch,access,,,
flight test report,access,,,
customer service,access,,,
system specification,access,,,
design concepts formalization,access,,,
product verification,access,,,
archive,access,,,
concept design,access,,,
product data management,access,,,
review,access,,,
access product design data,access,,,
automated reasoning,access,,,
system architecting,access,,,
share documents,access,,,
context inference,access,,,
inference,access,,,
scheduling,access,,,
mission analysis,access,,,
product design,access,,,
manufacturing preparation,access,,,
workflow management,access,,,
check,access,,,
engine analysis,access,,,
resource description,access,,,
flight-test preparation,access,,,
analyzing,access,,,
system design,access,,,
link analysis,access,,,
information classification,access,,,
feature processing,access,,,
information push,access,,,
enterprise resource planning,access,,,
detailed,access,,,
flight test,access,,,
semantic representation,access,,,
plm,access,,,
solving,access,,,
calculation report,access,,,
navigation,access,,,
system integration,access,,,
airworthiness test,access,,,
convert file formats,access,,,
nation decision,access,,,
reasoning,access,,,
creation,access,,,
crawling,access,,,
knowledge engineering,access,,,
knowledge storage,access,,,
configuration management,access,,,
knowledge base building,access,,,
design space visualization,access,,,
system synthesis,access,,,
test report,access,,,
optimization,access,,,
physical sensing,access,,,
data visualization,access,,,
alm,access,,,
,access,forms,,
,access,audio,,
,access,live video,,
,access,quantity,,
,access,tools needed,,
,access,lexical data,,
,access,sysml model,,
,access,business logic,,
,access,system definition,,
,access,material,,
,access,external web page,,
,access,tooling parts,,
,access,measurement data,,
,access,design parts,,
,access,description,,
,access,object definitions,,
,access,documents,,
,access,taxonomy,,
,access,bom,,
,access,implicit geometry,,
,access,explicit geometry,,
,access,metadata,,
,access,ontology,,
,access,section description,,
,access,process definitions,,
,access,manufacturing method,,
,access,knowledge base,,
,access,word doc,,
,access,cad,,
,access,animation,,
,access,cad representation,,
,access,cfd simulation data,,
,access,images,,
,access,image,,
,access,difficulty,,
,access,knowledge graph,,
,access,assemblies,,
,access,cfd code,,
,access,video,,
,access,mind map,,
,access,,aerospace ontology,
,access,,owl-ql,
,access,,owl dl,
,access,,uml,
,access,,sysml ,
,access,,topic maps,
,access,,sql,
,access,,xml-schema-definition,
,access,,rds,
,access,,nasa taxonomy,
,access,,wordnet,
,access,,python,
,access,,sysml,
,access,,sparql,
,access,,cco,
,access,,openvsp,
,access,,express,
,access,,vba,
,access,,,igs
,access,,,mov
,access,,,cpacs
,access,,,ad_asm
,access,,,direct api
,access,,,database
,access,,,wav
,access,,,ms excel
,access,,,stl
,access,,,json
,access,,,iges
,access,,,xml
,access,,,step
,access,,,pdf
,access,,,vrml
,access,,,html
,access,,,owl
,access,,,add
,access,,,flat file
,access,,,ms word
,access,,,tiff
,access,,,rdf
,access,,,csv
knowledge based engineering,visualization package,,,
business process integration,visualization package,,,
training,visualization package,,,
preliminary design,visualization package,,,
knowledge interaction,visualization package,,,
multidisciplinary modeling,visualization package,,,
